-0.0524212,44.9814,-4.90013,0
-0.0100542,-0.46686,0.0483362,0.186095
0.0179056,0.464899,-0.0577047,0.372191
-0.0127939,-0.460347,0.038814,0.558286
-0.00877407,0.462001,-0.0517551,0.744382
-0.00229653,-0.449102,0.0514521,0.930477
0.00797885,0.448172,-0.0572338,1.11657
-0.0118974,-0.45406,0.0457781,1.30267
-0.0210345,0.443646,-0.0523672,1.48876
0.00774164,-0.44021,0.0520209,1.67486
0.00308541,0.45038,-0.0455309,1.86095
0.0107514,-0.440363,0.0526214,2.04705
-0.00932076,0.442288,-0.0501649,2.23314
-0.00739832,-0.444708,0.0452407,2.41924
-0.00239012,0.434515,-0.0537717,2.60534
0.00298136,-0.432531,0.0509824,2.79143
0.0172157,0.433571,-0.048698,2.97753
0.00193331,-0.414015,0.055441,3.16362
0.0178995,0.441132,-0.040628,3.34972
0.00266689,-0.431248,0.0488681,3.53581
-0.00773567,0.419643,-0.044496,3.72191
-0.00390304,-0.430215,0.0451517,3.908
0.00140922,0.417092,-0.0458028,4.0941
-0.005872,-0.425583,0.0415435,4.28019
0.000438952,0.412963,-0.0512807,4.46629
-0.0104982,-0.413013,0.0443298,4.65239
-0.00393206,0.406758,-0.0388442,4.83848
0.000340055,-0.396596,0.0449499,5.02458
-0.0051733,0.391475,-0.0512803,5.21067
0.0106965,-0.384809,0.0394467,5.39677
-0.00898627,0.38397,-0.0442212,5.58286
-0.00151553,-0.377221,0.0530056,5.76896
0.0057278,0.373659,-0.0484772,5.95505
0.00675229,-0.365728,0.0512827,6.14115
-0.0134005,0.3768,-0.0334253,6.32724
0.00190299,-0.36217,0.0425683,6.51334
-0.0018893,0.372462,-0.0481638,6.69944
0.00043831,-0.347594,0.0376291,6.88553
0.00211819,0.358581,-0.0394294,7.07163
0.00316652,-0.337475,0.0389669,7.25772
-0.0127976,0.341023,-0.0455336,7.44382
-0.00434801,-0.32746,0.0415778,7.62991
-0.00785171,0.318835,-0.0355377,7.81601
-0.00531304,-0.323293,0.0408997,8.0021
0.00372205,0.304819,-0.0219867,8.1882
0.0134592,-0.312811,0.0477638,8.37429
0.000167021,0.301141,-0.0265154,8.56039
0.0308622,-0.296425,0.0357662,8.74648
-0.0227489,0.299707,-0.0705221,8.93258
0.00373612,-0.288551,0.0258683,9.11868
0.0169792,0.282698,-0.024591,9.30477
-0.00269745,-0.274543,-0.0040899,9.49087
-0.0100152,0.249305,-0.0316784,9.67696
0.0158305,-0.264119,0.0367182,9.86306
0.00041551,0.245885,-0.0104197,10.0492
-0.0121147,-0.250796,0.041418,10.2352
-0.0198896,0.230026,-0.00374013,10.4213
